lat,long,label,prob,prediction
21.83229208,92.10900715,fck,0.181596234,fck
21.84296013,91.8509388,fck,0.999550521,zigzag
21.84512889,91.97828702,fck,0.733080387,zigzag
21.85766233,90.1770074,fck,0.487124473,fck
21.85798696,90.17802511,fck,0.492197335,fck
21.88016593,92.06237657,fck,0.222403586,fck
21.93487639,92.06005914,fck,0.338566124,fck
21.94904263,91.95186342,fck,0.565107465,zigzag
21.95013965,91.95197378,fck,0.48104319,fck
21.95220575,92.06926754,fck,0.021437647,fck
21.95411509,92.13481767,fck,0.209560439,fck
21.96135404,92.1162905,fck,0.491425514,fck
21.96770217,92.13930539,fck,6.78E-05,fck
21.96788127,90.23933274,fck,0.994962454,zigzag
21.97132996,90.23315293,fck,0.723423541,zigzag
21.97567399,90.26197978,fck,0.030454006,fck
21.97646877,90.26283809,fck,0.998613954,zigzag
21.97926198,92.08638464,fck,0.999948025,zigzag
21.97969855,92.1122442,fck,0.883209586,zigzag
21.98286112,92.11649895,fck,0.169235572,fck
21.99023289,92.12305886,fck,2.18E-06,fck
21.9905408,92.12879726,fck,0.999233484,zigzag
21.99095498,92.12828227,fck,0.92847085,zigzag
21.99112289,92.09896496,fck,1.07E-12,fck
21.99183931,92.1954264,fck,0.999999166,zigzag
21.9918617,92.12742397,fck,1,zigzag
21.9929811,92.09885461,fck,1.01E-07,fck
21.99559494,92.18499184,fck,7.97E-06,fck
21.99768261,92.0494897,fck,2.24E-09,fck
21.9976938,92.06074578,fck,1.06E-06,fck
22.00344161,92.11721011,fck,0.947146535,zigzag
22.00372146,92.12015288,fck,0.027882667,fck
22.00449385,92.11725916,fck,1.36E-12,fck
22.00513191,92.16260229,fck,7.85E-07,fck
22.00540057,92.16986111,fck,1.17E-07,fck
22.00580895,92.1506473,fck,1.01E-08,fck
22.00639684,92.11452484,fck,0.000854844,fck
22.00809253,92.14955602,fck,0.999801576,zigzag
22.00894328,92.14131628,fck,6.68E-10,fck
22.00974341,92.11207253,fck,0.735512137,zigzag
22.01212185,92.14013917,fck,0.999712169,zigzag
22.01216663,92.14425904,fck,8.31E-06,fck
22.01264797,92.14533805,fck,5.00E-14,fck
22.01298379,92.15653283,fck,4.30E-06,fck
22.01343155,92.15900966,fck,8.22E-08,fck
22.01384573,92.17757361,fck,0.013368015,fck
22.01516069,92.04697609,fck,2.28E-07,fck
22.01654875,92.14783941,fck,0.818365633,zigzag
22.01809874,92.03126907,fck,0.047320858,fck
22.01913979,90.23786136,fck,0.66501236,zigzag
22.01986138,92.05587796,fck,0.604198098,zigzag
22.02001809,92.13872909,fck,2.13E-07,fck
22.02092481,90.63491413,fck,0.537006021,zigzag
22.02176436,90.23921013,fck,0.659219086,zigzag
22.0267559,92.12929998,fck,0.55686903,zigzag
22.02681187,92.1369757,fck,0.882091701,zigzag
22.03190398,91.94281442,fck,0.493203998,fck
22.03395743,90.24060794,fck,0.729726136,zigzag
22.03648098,92.4148219,fck,0.218226269,fck
22.04324539,92.10466657,fck,1.02E-08,fck
22.04434241,92.08529336,fck,0.999998927,zigzag
22.045321,92.1212319,fck,8.70E-09,fck
22.0466307,92.13115147,fck,9.01E-11,fck
22.04672025,92.08418982,fck,0.999999762,zigzag
22.0470001,92.1286256,fck,0.531067789,zigzag
22.0559961,92.09973744,fck,0.999998808,zigzag
22.05654461,92.04012189,fck,2.80E-10,fck
22.06443852,91.90762383,fck,1.30E-05,fck
22.0675548,91.91586358,fck,0.54272002,zigzag
22.07131335,91.91097123,fck,0.010567088,fck
22.07168276,90.28564453,fck,0.722404301,zigzag
22.07328771,92.14153698,fck,0.989058316,zigzag
22.07563143,92.10129465,fck,0.999776423,zigzag
22.07727695,92.10114752,fck,0.999999881,zigzag
22.07761277,92.10512025,fck,0.99942857,zigzag
22.07928479,92.07359586,fck,2.88E-07,fck
22.08092319,92.12682315,fck,0.001931575,fck
22.08520732,92.06988062,fck,0.001350009,fck
22.08683045,92.06980705,fck,8.35E-06,fck
22.08907319,92.0901244,fck,0.481147915,fck
22.08933065,90.67561013,fck,0.535441935,zigzag
22.08949856,92.0886285,fck,0.566460669,zigzag
22.09041647,92.07403728,fck,8.11E-08,fck
22.09199891,91.96048327,fck,6.70E-05,fck
22.09323025,91.95734433,fck,0.999768794,zigzag
22.09353614,91.99355262,fck,0.575172007,zigzag
22.09442801,91.95641245,fck,0.998897076,zigzag
22.09453241,92.07414763,fck,1,zigzag
22.0952936,92.08327021,fck,1.33E-05,fck
22.0963198,91.95740563,fck,0.997099042,zigzag
22.09813323,91.98744638,fck,0.955887556,zigzag
22.09860338,91.95720945,fck,0.991156459,zigzag
22.10019293,91.9880104,fck,0.20765771,fck
22.10131604,91.9714083,fck,0.999474227,zigzag
22.1015847,91.97262219,fck,0.000828502,fck
22.10224514,90.24898256,fck,0.163981184,fck
22.10309589,90.72029114,fck,0.54959327,zigzag
22.10373761,92.07550866,fck,2.12E-06,fck
22.10429731,90.68665777,fck,0.619192123,zigzag
22.1048682,91.96696963,fck,0.002589158,fck
22.10540552,92.07495689,fck,4.80E-08,fck
22.10557343,91.98010172,fck,0.001595349,fck
22.10779346,92.07268851,fck,1,zigzag
22.10887165,92.07442965,fck,0.993781507,zigzag
22.11147218,90.6996182,fck,0.529106438,zigzag
22.11208785,92.07173211,fck,0.999993324,zigzag
22.11289382,90.71906498,fck,0.866627216,zigzag
22.11298338,90.24931363,fck,0.554683208,zigzag
22.11543834,90.01172202,fck,0.999828458,zigzag
22.11797834,92.07146235,fck,1.37E-06,fck
22.11811267,92.06866673,fck,0.9978109,zigzag
22.11888172,90.79097884,fck,0.588342488,zigzag
22.11959814,90.79062325,fck,0.549340844,zigzag
22.11995968,92.06690107,fck,0.999990225,zigzag
22.12009401,92.06891196,fck,0.999940753,zigzag
22.12016118,92.07109451,fck,1,zigzag
22.12035933,90.78975269,fck,0.500662267,zigzag
22.12050485,90.79074587,fck,0.581589639,zigzag
22.12147088,92.07048143,fck,0.999999881,zigzag
22.12185147,90.6823785,fck,0.965862215,zigzag
22.12190744,92.05503191,fck,0.953312576,zigzag
22.12238879,92.19590459,fck,4.27E-12,fck
22.12275819,92.07059179,fck,1,zigzag
22.12808188,90.73268754,fck,0.02046483,fck
22.12897353,92.06904683,fck,1,zigzag
22.13007054,92.06480435,fck,1,zigzag
22.13030562,92.06839697,fck,8.17E-06,fck
22.13031681,92.06665584,fck,0.998574376,zigzag
22.13117875,92.06350463,fck,1,zigzag
22.1316489,92.0688016,fck,0.999980807,zigzag
22.13185039,92.06649644,fck,0.565630436,zigzag
22.13219955,92.17774527,fck,1,zigzag
22.13256681,92.06653322,fck,0.576572895,zigzag
22.13275615,92.19081606,fck,1.24E-07,fck
22.1327795,92.06833567,fck,0.870799303,zigzag
22.13316009,92.06502506,fck,1.38E-10,fck
22.1333392,92.06639835,fck,4.90E-07,fck
22.13517716,90.64409801,fck,0.233646274,fck
22.13616224,92.17530523,fck,0.998372793,zigzag
22.13621606,92.06837245,fck,0.000488308,fck
22.13687052,90.48338617,fck,0.502836585,zigzag
22.13865636,92.06572396,fck,4.87E-08,fck
22.13881307,92.06837245,fck,4.21E-09,fck
22.13997725,92.06669262,fck,2.50E-09,fck
22.14050337,92.06876482,fck,0.999713361,zigzag
22.14186904,92.06551552,fck,0.999999881,zigzag
22.14366008,92.18408448,fck,0.01787189,fck
22.14544286,90.06161417,fck,0.69827497,zigzag
22.14706887,90.06346566,fck,0.704646468,zigzag
22.15271627,90.24488722,fck,0.886534572,zigzag
22.15313045,91.94839341,fck,0.005214461,fck
22.15464438,92.17597961,fck,0.457572252,fck
22.15513692,90.29114996,fck,0.549687147,zigzag
22.15559587,91.04457174,fck,0.350012362,fck
22.16092957,90.05766596,fck,0.836351335,zigzag
22.16097435,90.0886631,fck,0.610234559,zigzag
22.16132136,90.08972985,fck,0.728272855,zigzag
22.16257769,91.06069565,fck,0.576015592,zigzag
22.16300307,90.08405277,fck,0.779877365,zigzag
22.16313739,90.12991088,fck,3.90E-05,fck
22.16359635,90.05017416,fck,0.999708235,zigzag
22.1640665,90.04660606,fck,0.993500054,zigzag
22.16600562,90.03566878,fck,0.761523008,zigzag
22.16757529,90.03107071,fck,0.823223174,zigzag
22.16796708,90.24884769,fck,0.999945641,zigzag
22.17025313,90.71172033,fck,0.954350889,zigzag
22.17170835,92.23657608,fck,0.074592255,fck
22.17443092,92.16537339,fck,0.599263906,zigzag
22.1776483,90.28563227,fck,0.565272927,zigzag
22.17823039,92.02044214,fck,0.999688387,zigzag
22.17948412,92.23625728,fck,0.571255505,zigzag
22.18170281,92.23396437,fck,0.684322894,zigzag
22.1840334,92.05227307,fck,0.0119224,fck
22.18543484,92.04858235,fck,0.343060136,fck
22.18620723,91.98886871,fck,0.999993801,zigzag
22.18624081,90.78902926,fck,0.580371857,zigzag
22.18669072,90.81198283,fck,0.995329618,zigzag
22.18669977,91.98764256,fck,0.983596981,zigzag
22.18756385,90.81090382,fck,0.999621153,zigzag
22.18794445,91.85209138,fck,0.999491453,zigzag
22.19078982,91.85489927,fck,0.999961138,zigzag
22.191204,90.01495906,fck,0.843261302,zigzag
22.1913943,90.8179542,fck,0.895432115,zigzag
22.19183087,90.94004222,fck,0.432111681,fck
22.19532746,92.05501965,fck,0.822471797,zigzag
22.1966727,90.81850597,fck,0.725719035,zigzag
22.19724359,90.81880024,fck,0.618105412,zigzag
22.1985309,89.8928833,fck,0.61727351,zigzag
22.19860926,91.10515594,fck,0.726162434,zigzag
22.19892269,90.81878798,fck,0.802215159,zigzag
22.19899177,92.0625237,fck,0.587324262,zigzag
22.2006149,92.06213133,fck,0.096347064,fck
22.20070445,92.06373759,fck,0.999995947,zigzag
22.20095072,92.06058638,fck,0.005534939,fck
22.20189102,92.05917631,fck,0.963235378,zigzag
22.20866886,90.64995902,fck,0.602028787,zigzag
22.21057357,90.23792267,fck,0.639994264,zigzag
22.21067432,91.14349774,fck,0.689044952,zigzag
22.21084223,92.26833343,fck,0.46577543,fck
22.21153626,90.23740768,fck,0.929106414,zigzag
22.21449316,89.88585744,fck,5.09E-11,fck
22.21508644,92.044487,fck,0.521355391,zigzag
22.2165545,90.82290786,fck,0.212938488,fck
22.21869414,90.28043338,fck,0.594537616,zigzag
22.22104643,92.03625951,fck,0.45547536,fck
22.22158374,92.02904974,fck,0.948421955,zigzag
22.22455166,89.88042559,fck,0.834406793,zigzag
22.22711654,92.1756976,fck,0.217977986,fck
22.22872988,91.12882069,fck,0.72180295,zigzag
22.23252981,92.04360416,fck,0.603956878,zigzag
22.2335124,89.8786354,fck,1.32E-10,fck
22.23397384,92.04085758,fck,0.010306569,fck
22.23411936,92.03949655,fck,0.00027208,fck
22.23430966,92.03823362,fck,0.07093323,fck
22.23545145,92.04368999,fck,0.519636512,zigzag
22.23598876,92.03892026,fck,0.600182235,zigzag
22.23642533,92.03480039,fck,0.997956276,zigzag
22.23713055,92.03605107,fck,0.000287297,fck
22.23746638,92.03812326,fck,0.002364419,fck
22.24044398,92.03766959,fck,0.654939592,zigzag
22.24176605,92.04033034,fck,0.000982818,fck
22.24193396,90.33432279,fck,0.891676784,zigzag
22.24238285,92.03392982,fck,0.008295332,fck
22.24291904,92.04254967,fck,0.021225534,fck
22.24386046,90.29361452,fck,0.700298786,zigzag
22.24443136,92.03377042,fck,0.996997595,zigzag
22.24557315,92.04395975,fck,0.564338148,zigzag
22.24612274,90.74617522,fck,0.517585397,zigzag
22.24922452,90.74004446,fck,0.297490388,fck
22.2498066,92.14419774,fck,0.152145594,fck
22.25122924,90.28953143,fck,0.581745327,zigzag
22.2543757,91.92366191,fck,0.006261847,fck
22.25972819,90.40990284,fck,0.369923413,fck
22.25981774,90.33513205,fck,1,zigzag
22.25998565,90.26760782,fck,0.662111759,zigzag
22.26331108,90.07853508,fck,0.561905444,zigzag
22.26443124,91.07836451,fck,0.518762827,zigzag
22.2695259,91.83849335,fck,0.961106181,zigzag
22.27347801,91.83510917,fck,0.991842151,zigzag
22.2743741,91.83271817,fck,0.996623397,zigzag
22.27479948,91.83166367,fck,0.987863958,zigzag
22.2751241,90.49085344,fck,0.522871435,zigzag
22.2753144,90.71251733,fck,0.741618454,zigzag
22.27675896,91.82845116,fck,0.997913897,zigzag
22.28823448,90.69757053,fck,0.974595785,zigzag
22.28996985,90.75416974,fck,0.83203572,zigzag
22.2926007,90.39372989,fck,0.967256248,zigzag
22.29489567,90.71422168,fck,0.509584188,zigzag
22.29608224,89.10185541,fck,0.999964356,zigzag
22.2987018,90.40635926,fck,0.544955909,zigzag
22.2998437,90.09949003,fck,0.95396018,zigzag
22.30291093,91.07797214,fck,0.597164869,zigzag
22.30293332,90.11970929,fck,0.815836966,zigzag
22.30386242,91.09380177,fck,0.273075402,fck
22.3052393,91.82762963,fck,9.85E-06,fck
22.30663856,90.78581674,fck,0.545284033,zigzag
22.30681764,91.15658079,fck,0.475401849,fck
22.30860868,90.10261672,fck,0.002943822,fck
22.31316445,91.14108222,fck,0.745408773,zigzag
22.31477623,90.38490159,fck,0.500390947,zigzag
22.31487676,89.10251753,fck,0.609824955,zigzag
22.31529094,89.09978322,fck,0.850656867,zigzag
22.31554861,91.14324025,fck,0.757861972,zigzag
22.31585085,90.51088878,fck,0.486183047,fck
22.31653348,89.10136495,fck,0.477794081,fck
22.31671279,91.13945143,fck,0.698084772,zigzag
22.31681354,91.14353452,fck,0.553424656,zigzag
22.3176081,89.10447938,fck,0.321229696,fck
22.31954467,89.10428319,fck,0.530070126,zigzag
22.32130187,89.10742215,fck,0.999987602,zigzag
22.32539823,91.91527503,fck,6.35E-07,fck
22.33196828,90.13894762,fck,0.650012851,zigzag
22.33314316,90.04937717,fck,0.999992132,zigzag
22.33590755,89.05930791,fck,0.999891639,zigzag
22.33691501,89.0616376,fck,0.989738286,zigzag
22.33849279,91.12332753,fck,0.521443546,zigzag
22.34107798,91.91983631,fck,0.575876951,zigzag
22.34133544,91.13648414,fck,0.639163017,zigzag
22.34164887,91.07157162,fck,0.366949558,fck
22.34402133,90.08565903,fck,0.839731753,zigzag
22.34453625,89.18187414,fck,0.99890101,zigzag
22.34547583,90.36128589,fck,9.17E-05,fck
22.34620344,90.37628174,fck,0.526634216,zigzag
22.34697583,91.88967296,fck,0.999999642,zigzag
22.35055634,89.88320896,fck,0.999990344,zigzag
22.35141828,90.44676099,fck,0.552150607,zigzag
22.35203395,90.41750499,fck,0.562243879,zigzag
22.3521235,90.43050221,fck,0.349943042,fck
22.35550233,90.07229396,fck,0.693884432,zigzag
22.35612919,90.39938245,fck,0.465611517,fck
22.35797525,91.91296986,fck,7.80E-05,fck
22.35899391,91.88673019,fck,0.692936361,zigzag
22.35929615,89.1067355,fck,0.658770442,zigzag
22.35952003,89.10568101,fck,0.632812679,zigzag
22.3599566,89.26468849,fck,0.531555414,zigzag
22.36000137,89.10563196,fck,0.575180769,zigzag
22.36235112,90.18093109,fck,0.82363224,zigzag
22.3660654,90.21078791,fck,0.994024575,zigzag
22.3674859,90.3291239,fck,0.000316467,fck
22.36778814,91.75799642,fck,0.659422517,zigzag
22.36821351,90.32575198,fck,0.000158189,fck
22.36866127,90.32906259,fck,0.948170662,zigzag
22.36885157,91.75787381,fck,0.556161165,zigzag
22.36947843,89.10367012,fck,0.036534294,fck
22.37020605,91.7578125,fck,0.520682871,zigzag
22.3708305,90.36245073,fck,0.0001598,fck
22.37117874,90.28352329,fck,0.294941872,fck
22.37186035,90.36297798,fck,0.960122883,zigzag
22.37227453,90.29312406,fck,0.602550924,zigzag
22.37328199,90.70617812,fck,0.703869224,zigzag
22.37389766,90.3639589,fck,0.000631804,fck
22.37425587,90.29153006,fck,0.600289464,zigzag
22.37662772,90.28998511,fck,1.67E-05,fck
22.3783055,90.74650628,fck,0.552612662,zigzag
22.37878685,89.10099711,fck,0.671156645,zigzag
22.37953685,89.08687183,fck,0.984463096,zigzag
22.38207652,92.17769623,fck,0.792840779,zigzag
22.38533256,90.71698053,fck,0.631612957,zigzag
22.38649528,89.92082732,fck,0.795725167,zigzag
22.38888929,91.89240728,fck,0.192241281,fck
22.39356524,89.88984244,fck,0.283534318,fck
22.39446076,90.37250519,fck,0.015029876,fck
22.39491971,90.74899537,fck,0.998508751,zigzag
22.39519956,90.74767113,fck,0.999723613,zigzag
22.39528912,91.76608903,fck,0.528868735,zigzag
22.39614771,90.75890269,fck,0.619330287,zigzag
22.39714568,90.77454839,fck,0.501557946,zigzag
22.40016637,90.76019014,fck,0.988927841,zigzag
22.40309746,90.14509065,fck,0.889340401,zigzag
22.40420388,89.9120358,fck,0.434283406,fck
22.41025613,91.52078492,fck,0.729633808,zigzag
22.4117766,92.00065204,fck,0.006317717,fck
22.41198928,90.56931496,fck,0.289368868,fck
22.41314227,90.452622,fck,0.542723477,zigzag
22.41528955,89.2425687,fck,0.999418378,zigzag
22.41710096,92.04404558,fck,0.996701419,zigzag
22.41799648,92.17038836,fck,0.001562425,fck
22.41986382,90.69455419,fck,0.905108809,zigzag
22.41993098,92.04329763,fck,0.056382462,fck
22.4206362,89.04197012,fck,0.698320925,zigzag
22.42220126,92.00303078,fck,0.481673658,fck
22.42318633,90.82768985,fck,0.63900739,zigzag
22.42414686,91.89116887,fck,0.000201314,fck
22.42513193,89.88015584,fck,0.979566872,zigzag
22.42943717,90.4538359,fck,0.442786872,fck
22.43234298,89.87402507,fck,0.997967422,zigzag
22.43235652,90.73934555,fck,0.984477997,zigzag
22.43348711,90.16848564,fck,0.000922428,fck
22.43357666,90.73550769,fck,0.847768903,zigzag
22.43505193,89.87504278,fck,0.999998331,zigzag
22.43589148,89.064188,fck,0.518604279,zigzag
22.43759058,89.00202206,fck,0.02964681,fck
22.43809431,92.04176494,fck,0.010494606,fck
22.43823984,90.16852243,fck,0.673371136,zigzag
22.43864282,90.73305539,fck,0.891486526,zigzag
22.44197372,90.17931257,fck,0.714914978,zigzag
22.44216402,91.80029869,fck,0.779033959,zigzag
22.44367521,91.92474093,fck,0.859045982,zigzag
22.44369507,91.9967774,fck,0.72480607,zigzag
22.44527343,92.08696093,fck,0.13770248,fck
22.44770586,90.16778673,fck,0.443521947,fck
22.44880816,92.11268561,fck,0.671714783,zigzag
22.44992227,90.16825267,fck,0.568443716,zigzag
22.45316854,90.16962596,fck,0.614362776,zigzag
22.45328048,90.1683385,fck,0.393670112,fck
22.45574045,89.28586415,fck,0.808974206,zigzag
22.45631134,89.27664348,fck,0.422267616,fck
22.4563897,89.28331375,fck,0.993058443,zigzag
22.45879365,91.80772918,fck,0.506750882,zigzag
22.46020129,90.17950875,fck,0.802672386,zigzag
22.46202306,89.04499871,fck,0.561664283,zigzag
22.46354545,89.04508454,fck,0.479663402,fck
22.46491941,91.87676157,fck,0.701445878,zigzag
22.46716646,90.05456379,fck,0.99413538,zigzag
22.46874482,89.14797102,fck,0.053856641,fck
22.47317162,92.11083412,fck,0.075747073,fck
22.47322759,90.20645959,fck,0.729519904,zigzag
22.47419027,89.84543119,fck,0.975263596,zigzag
22.47889673,90.55483409,fck,0.878608227,zigzag
22.47936688,90.77512469,fck,0.6919052,zigzag
22.47981146,89.97721808,fck,0.500604153,zigzag
22.48364778,90.38577216,fck,0.993382454,zigzag
22.48512212,89.00056294,fck,0.790382087,zigzag
22.48584973,89.00020735,fck,0.575422168,zigzag
22.48657734,88.99985177,fck,0.5564484,zigzag
22.48673406,91.79543086,fck,0.546105385,zigzag
22.48880163,90.70512363,fck,0.798768997,zigzag
22.48940611,90.00782285,fck,0.000139404,fck
22.49319411,92.01980455,fck,0.009927093,fck
22.49398888,90.69938523,fck,0.95726335,zigzag
22.49400007,92.00132642,fck,0.072050922,fck
22.49439187,90.69631985,fck,0.751948774,zigzag
22.495519,89.02496338,fck,0.956478238,zigzag
22.49681751,90.73011262,fck,0.982285023,zigzag
22.49829161,89.96884346,fck,0.071455844,fck
22.50042612,91.52662141,fck,0.472396284,fck
22.50096343,92.00339862,fck,5.52E-08,fck
22.50125473,90.37590163,fck,0.387859553,fck
22.50193731,90.00830105,fck,0.989937305,zigzag
22.50290759,90.07475853,fck,0.029892031,fck
22.50386294,90.37555831,fck,0.182914644,fck
22.5052435,90.01283782,fck,0.498690575,fck
22.50528827,90.38151741,fck,0.520241857,zigzag
22.50535174,92.10603986,fck,0.83922857,zigzag
22.50662786,90.37604877,fck,0.506431758,zigzag
22.50834055,91.71757017,fck,0.979555786,zigzag
22.50926965,90.36101614,fck,0.978372037,zigzag
22.50933682,90.37445477,fck,0.528757274,zigzag
22.50945995,90.37538665,fck,0.533175707,zigzag
22.50953831,92.10518156,fck,0.001939762,fck
22.51031815,90.38138253,fck,0.549166203,zigzag
22.51218755,89.13076809,fck,0.939249456,zigzag
22.51384004,90.36544254,fck,0.554759204,zigzag
22.51609004,90.36703654,fck,0.828378737,zigzag
22.51682884,90.370715,fck,0.489477575,fck
22.51727321,89.25162996,fck,0.99648428,zigzag
22.51790739,90.37237031,fck,0.386963546,fck
22.51804899,89.24776758,fck,0.939682543,zigzag
22.51811616,90.36685262,fck,0.998623371,zigzag
22.51909396,92.11212158,fck,0.604872108,zigzag
22.52034377,90.36101614,fck,0.464618146,fck
22.520646,92.11207253,fck,0.687940836,zigzag
22.52097063,89.24795151,fck,0.653140724,zigzag
22.52191093,90.36547933,fck,0.829658806,zigzag
22.52228033,90.36397116,fck,0.648472488,zigzag
22.52248182,90.34617969,fck,0.841047883,zigzag
22.52339576,90.17858914,fck,0.997986913,zigzag
22.52400024,91.95255007,fck,0.058811255,fck
22.52460472,92.09471021,fck,1.93E-08,fck
22.52549622,90.37776538,fck,0.515667737,zigzag
22.52549622,90.47150475,fck,0.447086453,fck
22.52563055,90.37960461,fck,0.484306663,fck
22.52603938,91.95581163,fck,0.484928638,fck
22.52643652,90.37249293,fck,0.998454332,zigzag
22.52660443,89.25920759,fck,0.997377515,zigzag
22.52674995,90.37761824,fck,0.539022446,zigzag
22.5286364,91.96066719,fck,0.475084335,fck
22.52944236,91.95729528,fck,0.004900313,fck
22.52948714,91.95414407,fck,0.018020546,fck
22.53045819,90.47571046,fck,0.529304683,zigzag
22.5306149,90.47727993,fck,0.602478981,zigzag
22.53085281,91.95055144,fck,0.007404082,fck
22.53120819,92.10938726,fck,0.530780315,zigzag
22.53140968,90.47072002,fck,0.90405494,zigzag
22.53149923,89.25507545,fck,0.819994509,zigzag
22.53238639,91.95758955,fck,3.75E-08,fck
22.53241298,90.38292748,fck,0.805665731,zigzag
22.53248714,91.95344516,fck,0.000949457,fck
22.53333788,91.95014681,fck,0.246943802,fck
22.53348761,90.38281713,fck,0.658079803,zigzag
22.53366671,90.45813969,fck,0.597151697,zigzag
22.53386821,90.38640976,fck,0.7053864,zigzag
22.53416624,91.95611817,fck,0.000737861,fck
22.53444609,91.95290565,fck,4.84E-07,fck
22.53568863,91.95594651,fck,0.019711364,fck
22.53650844,91.94161279,fck,0.450661212,fck
22.53725579,91.96318081,fck,0.001088588,fck
22.5401241,91.94012914,fck,1.54E-05,fck
22.54072858,90.45514788,fck,0.490285605,fck
22.54248604,91.9391237,fck,0.299200535,fck
22.54270992,90.35590308,fck,0.596270382,zigzag
22.54325408,91.77736964,fck,0.519970119,zigzag
22.54361229,91.79050173,fck,0.512954891,zigzag
22.54368626,91.94472721,fck,0.002920198,fck
22.5443579,91.94259371,fck,0.041308068,fck
22.54461975,91.77816663,fck,0.662927806,zigzag
22.54526901,91.96173395,fck,0.554694057,zigzag
22.54573477,91.96033614,fck,0.57083708,zigzag
22.54648476,91.95507594,fck,0.753626406,zigzag
22.54767133,91.95367813,fck,0.91290468,zigzag
22.54776088,91.94677489,fck,0.611085534,zigzag
22.54776088,91.95972306,fck,0.041192412,fck
22.54843928,91.93773815,fck,0.458277285,fck
22.54940197,90.14511517,fck,0.532660306,zigzag
22.55007361,91.94982801,fck,0.992874026,zigzag
22.55083032,90.46257836,fck,0.579877377,zigzag
22.5521736,91.77974837,fck,0.541692913,zigzag
22.55335563,92.05698149,fck,0.447018802,fck
22.55344519,92.03048434,fck,0.623526692,zigzag
22.5536019,89.13478987,fck,0.60746634,zigzag
22.55400489,92.00690542,fck,0.981284857,zigzag
22.55418399,91.94743701,fck,2.14E-06,fck
22.5542018,92.06574848,fck,1.75E-07,fck
